acc,loss,val_acc,val_loss
0.09375,4.267645835876465,0.10016025602817535,4.438566207885742
0.3046875,1.8433339595794678,0.31590545177459717,1.843411922454834
0.6484375,0.9583830237388611,0.5510817170143127,1.4097228050231934
0.8125,0.6656720042228699,0.6239984035491943,1.1250847578048706
0.8515625,0.5003284215927124,0.5852363705635071,1.4184027910232544
0.8984375,0.2587459087371826,0.6396234035491943,1.2581766843795776
0.9609375,0.1803436577320099,0.633713960647583,1.395346760749817
0.9765625,0.07665452361106873,0.659254789352417,1.3567405939102173
0.984375,0.0722026526927948,0.640625,1.617559552192688
0.96875,0.08211246132850647,0.6369190812110901,1.756378173828125
